9,26,23,26,31,23,23,45,42,65
10,29,26,26,29,24,25,47,44,68
11,29,26,25,31,24,25,48,44,68
12,28,26,25,28,28,23,47,44,67
13,22,18,27,29,26,26,44,41,63
14,22,19,25,33,23,23,43,40,62
15,25,23,28,35,27,22,48,44,68
16,22,20,25,33,23,25,44,41,63
17,27,23,24,26,27,23,45,42,63
18,22,21,22,29,27,21,42,40,60
19,18,15,23,24,24,23,38,35,54
20,24,22,22,28,24,26,43,41,62
21,21,18,25,30,23,25,42,40,60
22,20,18,20,20,23,22,36,34,53
23,26,25,19,21,24,24,41,39,59
0,32,31,25,30,26,22,49,46,71
1,31,30,26,30,26,23,49,46,71
2,32,29,28,31,25,24,50,47,72
3,30,27,29,30,23,23,48,45,69
4,27,24,30,33,26,26,49,46,71
5,25,23,28,34,27,23,48,44,68
6,29,28,30,36,28,23,52,48,74
7,24,22,26,28,26,23,44,42,63
8,27,25,27,32,23,20,46,43,65
9,30,29,28,33,23,23,49,46,71
10,24,23,27,33,25,26,47,44,67
11,22,18,28,34,24,21,44,41,62
12,30,28,26,31,26,26,50,46,71
13,26,25,27,33,27,21,47,44,68
14,21,19,25,32,26,21,43,40,61
15,27,25,28,32,24,25,48,45,68
16,21,18,26,28,27,24,43,40,61
17,25,21,27,32,27,21,45,43,65
18,21,19,22,28,23,23,40,38,58
19,26,25,21,29,22,24,44,41,62
20,26,25,21,28,22,23,43,40,62
21,23,22,20,21,21,20,38,35,54
22,21,17,20,23,24,25,39,36,55
23,26,23,23,26,20,23,42,39,60
0,25,24,29,35,24,20,47,44,66
1,26,22,29,31,22,24,46,43,65
2,30,28,30,30,22,20,48,44,68
3,30,28,26,34,25,21,49,46,69
4,25,23,25,33,26,21,45,43,65
5,31,30,27,32,27,21,50,47,71
6,23,19,27,35,23,22,44,42,63
7,30,27,27,30,23,21,47,44,67
8,31,28,26,29,25,22,48,45,68
9,23,19,30,33,28,22,46,43,66
10,30,27,27,35,23,21,48,46,69
11,30,27,25,31,25,24,48,45,69
12,21,20,28,30,27,21,44,41,62
13,25,22,28,28,24,25,45,42,65
14,25,24,27,32,27,25,48,44,68
15,24,23,28,31,28,25,47,44,68
16,26,25,27,29,25,21,45,43,65
17,26,24,25,31,22,23,45,42,64
18,22,18,26,28,24,24,42,40,60
19,24,22,22,29,23,21,42,39,60
20,20,19,26,27,27,22,42,39,60
21,20,17,25,29,21,24,40,38,58
22,26,24,25,28,22,22,44,41,62
23,19,17,21,26,24,22,38,36,55
0,29,27,28,36,23,22,49,46,70
1,31,29,29,33,23,22,50,46,71
2,28,25,27,33,27,21,48,45,68
3,28,25,25,28,23,26,46,43,66
4,25,24,28,30,27,23,47,44,66
5,30,27,27,34,25,21,49,46,69
6,31,28,31,39,24,22,52,49,74
7,28,27,25,28,22,23,45,43,65
8,31,29,29,33,27,24,51,48,74
9,23,22,27,31,26,21,45,42,63
10,22,21,26,26,23,25,42,40,61
11,28,26,28,36,27,26,51,48,72
12,30,29,25,29,24,23,48,44,68
13,23,20,25,33,26,23,45,42,63
14,21,18,26,27,22,26,42,39,59
15,29,26,27,32,23,26,48,46,69
16,21,20,24,29,25,21,42,39,59
17,24,21,22,29,27,25,44,41,63
18,21,17,23,31,26,25,42,40,61
19,25,22,25,31,23,26,45,42,65
20,27,25,25,26,23,24,45,42,63
21,24,23,21,23,26,24,42,39,60
22,25,22,25,33,21,20,43,41,62
23,23,22,22,25,20,23,40,38,57
0,33,29,26,30,24,23,49,46,70
1,31,29,27,27,25,20,47,44,68
2,32,28,30,39,27,25,54,50,77
3,26,24,25,30,24,21,45,42,63
4,26,24,27,32,28,26,48,46,69
5,29,25,30,30,28,22,49,46,69
6,33,29,27,30,25,22,49,46,71
7,30,26,26,35,28,20,49,46,70
8,30,27,30,36,23,24,51,47,72
9,24,21,27,30,23,25,45,42,63
10,28,27,28,32,28,22,49,46,70
11,27,26,24,26,24,25,45,42,65
12,25,22,24,29,27,26,45,43,65
13,22,20,26,34,24,24,45,42,63
14,23,20,28,31,24,26,45,42,65
15,29,27,28,34,26,23,50,46,71
16,21,19,25,27,26,25,42,40,61
17,19,16,24,25,25,26,40,38,57
18,22,19,22,22,23,25,39,37,57
19,19,18,25,30,23,23,41,38,59
20,26,22,24,31,26,25,46,43,65
21,18,17,25,30,23,22,40,38,57
22,23,20,21,25,23,22,40,37,57
23,20,19,21,26,25,26,41,38,58
0,33,32,27,30,26,21,50,47,72
1,32,30,25,29,25,23,49,46,69
2,26,23,26,34,23,20,45,42,65
3,23,22,29,34,24,25,47,44,66
4,26,24,31,33,28,21,48,46,69
5,31,27,27,30,28,23,49,46,71
6,27,24,26,32,24,26,47,44,68
7,31,27,29,36,24,24,51,48,72
8,31,27,25,32,27,22,49,46,69
9,31,27,30,39,25,22,52,48,74
10,24,23,24,31,25,23,45,42,63
11,31,30,29,32,23,25,51,47,72
12,25,22,26,27,26,26,45,42,65
13,30,28,25,25,28,24,48,44,68
14,28,25,29,36,28,21,50,46,71
15,20,19,28,36,28,21,45,42,65
16,22,20,23,23,24,26,41,38,59
17,27,25,27,27,27,23,46,44,66
18,19,17,24,28,23,21,39,37,56
19,27,26,21,29,28,21,45,42,65
20,24,20,24,29,28,25,45,42,63
21,26,25,24,30,25,27,47,44,66
22,26,23,23,27,27,22,44,41,63
23,17,13,20,22,22,26,36,33,51
0,26,22,27,29,25,25,46,43,65
1,30,28,25,28,28,23,48,45,69
2,32,30,30,32,28,24,52,49,75
3,26,24,29,29,22,25,46,43,66
4,25,22,29,33,27,26,48,45,69
5,32,29,25,29,25,21,48,45,68
6,31,30,29,36,25,21,51,48,73
7,24,23,28,35,23,21,46,43,65
8,27,26,28,31,26,23,48,45,68
9,27,23,25,25,26,23,44,42,63
10,30,26,24,28,23,24,46,43,66
11,27,26,31,40,28,25,53,49,75
12,30,29,30,35,26,24,52,48,74
13,22,20,28,35,28,21,46,43,65
14,20,16,26,34,23,25,43,40,61
15,30,26,26,29,27,27,49,46,70
16,28,24,28,35,28,21,49,46,69
17,19,17,22,29,24,24,40,38,57
18,18,15,24,26,24,26,39,37,57
19,28,26,22,23,22,24,43,40,62
20,25,23,25,30,26,24,45,43,65
21,24,21,20,23,22,25,40,38,57
22,19,18,21,22,22,25,38,35,54
23,21,17,24,29,26,27,43,40,61
0,34,30,29,31,27,26,53,49,75
1,31,29,30,37,21,23,51,48,72
2,33,31,26,31,24,20,49,46,70
3,24,20,26,33,24,21,44,41,63
4,24,23,29,36,26,21,47,44,68
5,28,24,26,30,24,25,47,44,66
6,31,28,27,35,27,23,51,48,72
7,24,23,28,34,28,26,48,46,69
8,33,29,30,30,23,26,51,48,72
9,32,30,28,28,29,20,50,46,71
10,23,20,29,29,26,22,44,42,63
11,24,22,29,35,25,23,47,44,67
12,25,23,25,25,23,21,42,40,60
13,26,22,29,37,26,25,49,46,70
14,27,26,28,33,27,25,49,46,71
15,21,20,26,32,28,25,45,42,65
16,28,24,26,31,24,23,46,44,66
17,25,21,27,28,24,23,44,41,63
18,28,25,26,29,24,21,45,43,65
19,23,21,22,22,22,22,39,37,56
20,24,23,22,31,28,22,45,42,63
21,17,16,24,29,24,26,40,38,58
22,22,17,26,34,26,21,43,41,62
23,19,18,23,24,22,22,38,36,54
0,32,29,24,33,25,20,48,46,69
1,31,28,28,28,28,21,49,46,69
2,31,29,28,30,24,26,50,47,71
3,32,28,25,31,23,21,48,44,68
4,28,24,28,32,26,23,48,45,68
5,32,31,28,29,26,26,51,48,73
6,31,27,26,34,29,27,52,48,74
7,26,24,28,36,26,22,48,45,69
8,31,29,28,32,26,24,51,47,72
9,31,28,26,32,24,25,49,46,71
10,26,25,26,34,23,25,47,44,68
11,24,21,28,37,26,23,47,44,68
12,31,28,24,32,23,21,47,44,68
13,31,29,25,26,26,24,48,45,68
14,27,25,24,31,24,26,47,44,66
15,20,18,23,26,25,24,40,38,58
16,24,22,29,32,28,21,46,44,66
17,24,23,26,34,26,23,46,44,66
18,22,21,26,33,24,22,44,41,63
19,24,22,25,25,25,21,42,40,60
20,28,26,22,25,21,26,44,41,63
21,22,18,22,30,27,21,42,39,59
22,24,21,24,27,21,25,42,40,60
23,22,20,24,24,25,26,42,39,60
0,31,29,28,36,27,20,51,48,72
1,32,30,29,31,27,21,51,47,72
2,27,24,27,36,28,24,49,46,71
3,30,26,31,39,28,20,52,48,74
4,28,26,25,29,26,24,47,44,67
5,34,30,30,34,28,21,53,49,75
6,31,30,28,38,26,25,53,50,75
7,33,31,31,38,29,24,55,52,79
8,26,21,29,29,24,27,46,44,66
9,24,21,25,33,27,21,45,42,64
10,30,29,27,36,27,24,51,48,74
11,26,24,27,28,26,21,45,42,65
12,23,19,31,35,23,22,45,43,65
13,28,27,24,27,27,27,48,44,68
14,21,17,25,26,23,27,41,39,59
15,24,21,23,27,27,26,44,41,63
16,21,17,26,34,29,26,45,43,65
17,28,25,22,26,27,22,45,42,63
18,22,17,25,26,24,22,40,38,58
19,25,21,23,24,25,27,43,40,62
20,18,14,21,28,27,21,38,36,55
21,25,24,22,27,28,23,44,42,63
22,22,21,20,24,23,21,39,36,56
23,17,16,24,31,27,24,41,39,59
0,33,29,25,30,24,23,49,46,69
1,27,25,26,31,24,20,45,43,65
2,25,24,29,30,22,25,46,43,66
3,29,28,30,38,24,22,51,48,72
4,25,20,31,38,28,21,48,46,69
5,28,24,27,35,28,26,50,47,71
6,24,21,32,39,23,24,48,46,69
7,26,24,25,29,23,24,45,42,64
8,33,31,29,36,28,27,55,51,78
9,26,24,27,35,26,24,48,45,69
10,24,20,28,28,27,24,45,42,64
11,22,19,28,31,30,22,45,42,65
12,32,31,24,31,25,26,50,47,72
13,20,17,25,26,28,22,41,38,59
14,28,27,24,24,25,24,45,42,65
15,20,16,26,30,29,25,43,41,62
16,26,24,26,33,24,23,46,44,66
17,19,18,25,34,29,25,45,42,63
18,20,17,27,28,26,24,42,40,60
19,28,26,21,28,22,25,45,42,63
20,23,18,26,32,25,22,43,41,62
21,28,24,21,25,27,21,43,41,62
22,18,17,25,30,24,26,42,39,59
23,27,24,20,26,21,25,42,40,61
0,33,32,27,32,25,21,51,47,72
1,27,25,29,29,23,22,46,43,66
2,24,20,25,28,22,23,42,40,60
3,23,22,31,35,24,22,47,44,66
4,34,32,29,29,26,26,52,49,75
5,27,24,26,30,28,24,47,44,68
6,27,22,25,28,23,23,44,41,63
7,26,25,29,33,23,24,48,44,68
8,26,23,28,34,24,25,48,44,68
9,32,30,27,31,26,27,51,48,74
10,29,24,25,33,24,22,47,44,66
11,26,23,30,30,25,21,46,43,66
12,30,28,30,35,27,24,52,48,74
13,21,20,25,28,29,24,44,41,62
14,30,28,25,26,25,22,46,44,66
15,28,27,27,30,26,21,47,44,68
16,21,20,23,30,28,26,44,41,63
17,22,20,28,33,24,26,45,43,65
18,29,28,26,28,24,26,48,45,68
19,19,16,25,31,26,21,41,38,59
20,22,19,21,22,27,23,40,37,57
21,18,15,24,27,22,25,39,36,56
22,21,19,19,23,27,27,40,38,58
23,27,22,22,28,21,26,43,41,62
0,30,26,24,26,23,25,46,43,65
1,31,26,27,35,26,21,49,46,71
2,27,23,29,32,27,27,49,46,70
3,33,30,31,38,29,24,55,52,78
4,29,25,29,31,22,27,48,46,69
5,31,28,31,38,25,27,54,50,76
6,24,21,25,34,28,20,45,42,65
7,25,24,26,33,29,27,49,46,69
8,25,22,26,28,23,24,44,41,63
9,34,30,29,38,27,24,54,51,77
10,30,27,27,28,26,21,47,44,68
11,22,21,26,27,25,24,43,40,62
12,26,24,28,29,23,25,46,43,66
13,32,28,29,36,24,23,51,48,73
14,22,18,24,31,26,23,43,40,61
15,31,28,26,27,28,27,50,46,71
16,26,22,29,35,29,22,48,46,69
17,30,26,24,28,27,21,46,44,66
18,26,23,23,33,25,23,45,43,65
19,20,17,21,31,26,23,41,38,59
20,28,25,27,31,24,24,47,44,68
21,27,24,24,25,28,21,44,42,63
22,25,21,25,26,24,25,43,41,62
23,25,24,26,28,21,25,44,42,63
0,29,28,30,40,27,25,53,50,76
1,29,26,28,31,27,20,48,45,68
2,34,32,27,34,28,21,52,49,75
3,33,32,27,34,28,24,53,50,75
4,32,30,31,39,29,26,56,52,79
5,33,30,26,33,28,21,51,48,72
6,34,31,28,29,24,20,49,46,71
7,26,25,31,33,29,23,50,46,71
8,27,25,32,42,26,22,52,48,74
9,26,23,28,32,24,25,47,44,67
10,32,31,28,30,27,21,50,47,72
11,28,24,29,36,25,22,49,46,69
12,31,29,30,30,28,21,50,47,72
13,22,19,28,36,30,21,46,44,66
14,23,21,25,31,26,21,44,41,62
15,26,23,27,32,27,28,48,46,69
16,30,26,28,37,23,27,51,48,72
17,30,25,23,33,26,27,49,46,69
18,19,18,24,27,28,21,41,38,58
19,25,24,28,35,23,22,47,44,66
20,25,21,25,28,27,20,43,41,62
21,28,27,26,26,28,27,48,45,69
22,26,24,23,26,28,20,44,41,62
23,27,26,21,22,23,21,42,39,59
0,35,32,27,37,26,24,54,50,77
1,29,27,28,28,22,24,47,44,67
2,31,27,26,30,28,27,50,47,72
3,32,30,27,36,27,21,51,48,74
4,27,23,29,32,24,27,48,45,69
5,33,29,28,32,27,27,52,49,75
6,30,26,32,37,30,22,53,49,75
7,32,28,26,30,24,24,49,46,69
8,27,22,26,31,30,24,48,44,68
9,28,25,30,31,28,25,50,46,71
10,34,33,26,27,24,26,51,47,72
11,27,23,31,36,30,23,51,47,72
12,27,24,26,27,23,21,44,41,63
13,24,21,28,30,24,23,45,42,63
14,30,27,29,30,23,22,48,45,68
15,30,26,27,34,29,26,51,48,73
16,29,26,29,35,26,22,50,46,71
17,30,26,26,36,26,26,51,47,72
18,18,15,27,36,26,27,44,42,63
19,20,19,21,30,22,27,41,39,59
20,24,22,21,24,21,22,40,37,57
21,20,15,22,22,23,24,37,35,54
22,26,23,22,26,28,21,43,41,62
23,22,19,21,22,24,28,40,38,58
0,30,28,27,34,27,23,50,47,72
1,27,25,31,33,27,25,50,47,71
2,34,30,27,35,25,20,51,48,72
3,35,33,25,29,23,20,49,46,70
4,29,27,28,35,24,26,50,47,72
5,27,25,29,33,27,21,48,45,69
6,25,22,30,32,26,25,48,44,68
7,33,30,27,33,28,24,52,49,74
8,28,27,27,29,26,24,48,45,68
9,29,25,26,36,26,26,50,47,71
10,33,32,26,33,29,22,52,49,74
11,30,26,30,32,24,22,49,46,69
12,21,17,31,35,26,26,46,44,66
13,21,17,29,34,23,22,43,41,62
14,30,29,24,24,23,21,45,42,64
15,29,24,24,30,24,24,46,43,66
16,27,25,24,28,27,22,45,43,65
17,26,25,23,24,23,23,43,40,61
18,26,22,26,29,25,27,46,43,66
19,19,18,23,32,22,21,40,38,57
20,21,20,28,29,23,21,42,40,60
21,26,25,23,28,26,28,46,44,66
22,25,21,26,33,25,23,45,43,65
23,18,15,21,27,27,27,40,38,57
0,26,21,28,32,21,24,45,42,65
1,33,32,31,32,22,26,52,49,75
2,27,24,25,34,23,21,46,43,65
3,26,24,31,35,24,24,49,46,69
4,32,31,29,34,24,23,51,48,74
5,32,28,29,29,24,21,48,46,69
6,35,34,25,25,23,24,49,46,71
7,29,26,32,39,24,22,51,48,73
8,24,19,26,33,25,21,44,41,63
9,28,25,29,33,23,23,48,45,68
10,27,26,32,32,25,23,49,46,70
11,25,21,30,38,23,22,47,44,68
12,26,22,31,40,29,22,51,47,72
13,24,23,30,36,26,24,48,46,69
14,22,18,31,40,25,21,47,44,66
15,22,21,27,34,22,21,44,41,62
16,23,21,28,28,28,27,46,43,66
17,22,21,23,29,25,26,43,41,62
18,23,20,27,35,23,23,45,42,64
19,19,14,28,37,26,21,43,40,62
20,28,27,25,30,21,26,47,44,66
21,27,26,27,37,27,21,49,46,70
22,18,17,23,26,28,27,41,39,59
23,24,23,22,27,20,24,42,39,59
0,35,31,30,33,23,21,51,48,74
1,31,29,32,36,28,27,54,51,78
2,33,32,24,32,26,23,51,47,72
3,23,21,27,38,29,26,49,46,69
4,30,25,31,38,24,20,50,47,71
5,25,24,25,33,30,26,48,46,69
6,30,27,31,33,29,24,52,48,74
7,35,30,30,31,22,25,51,48,74
8,31,27,28,34,23,21,49,46,69
9,30,28,32,33,29,21,51,48,74
10,24,22,26,29,26,26,45,43,65
11,24,20,25,34,26,26,46,43,66
12,24,22,25,30,27,28,46,44,66
13,32,31,25,32,24,22,49,46,71
14,23,18,25,26,28,23,42,40,61
15,29,28,24,25,28,23,47,44,66
16,26,24,28,35,26,28,50,46,71
17,31,30,26,35,29,27,53,50,75
18,26,25,24,24,24,28,45,42,64
19,22,19,22,33,26,22,43,40,61
20,28,25,24,31,25,28,48,45,68
21,30,25,26,34,29,26,51,47,72
22,21,16,27,35,23,26,44,41,63
23,19,17,23,34,26,28,44,41,62
0,28,27,30,38,22,20,49,46,70
1,27,23,27,29,28,20,46,43,65
2,25,24,27,29,22,28,46,43,66
3,26,21,27,35,29,25,48,46,69
4,32,29,31,39,24,26,54,50,77
5,25,23,28,32,28,28,49,46,69
6,26,24,25,27,25,25,45,42,65
7,30,25,25,29,23,28,48,44,68
8,28,25,27,34,29,25,50,47,71
9,28,27,27,30,24,25,48,45,68
10,33,32,27,34,29,28,54,51,78
11,23,22,32,33,24,22,46,44,66
12,25,21,29,33,26,28,48,45,69
13,22,20,30,39,25,28,49,46,69
14,21,16,26,35,26,26,45,42,63
15,22,17,27,35,25,24,45,42,63
16,20,15,25,27,26,28,42,39,60
17,31,27,24,33,24,21,48,44,68
18,26,22,24,34,25,28,47,44,68
19,26,24,26,32,22,26,46,44,66
20,27,25,28,37,26,21,49,46,69
21,19,15,24,29,24,23,40,37,57
22,20,17,21,23,27,25,39,37,57
23,26,25,21,28,26,22,44,41,63
0,27,24,25,36,24,21,47,44,66
1,33,28,28,31,24,22,49,46,71
2,36,32,24,34,25,23,52,48,74
3,26,21,28,38,26,24,48,46,69
4,24,22,28,33,27,22,46,44,66
5,27,25,32,32,22,25,48,46,69
6,24,22,25,28,26,21,43,41,62
7,33,30,25,30,26,28,51,48,73
8,24,21,25,36,23,24,45,43,65
9,28,26,28,29,30,25,49,46,71
10,25,20,28,34,23,27,47,44,66
11,25,20,29,37,24,21,46,44,66
12,32,31,25,32,31,24,52,49,74
13,29,24,29,31,23,24,48,44,68
14,28,25,25,35,23,23,47,44,68
15,25,20,25,32,30,25,47,44,66
16,26,23,27,37,23,21,47,44,66
17,25,24,28,35,28,24,49,46,69
18,28,27,24,25,29,29,48,45,69
19,22,20,29,32,27,21,45,42,64
20,30,28,25,25,24,22,46,43,65
21,29,25,25,28,25,23,46,43,66
22,23,20,25,32,23,25,44,41,63
23,18,13,20,25,22,22,36,33,51
0,31,30,29,34,27,20,51,48,72
1,33,29,25,27,27,26,50,46,71
2,29,24,26,34,26,25,49,46,69
3,34,32,31,40,23,20,54,50,76
4,35,30,26,33,26,28,53,50,75
5,31,28,31,36,26,25,53,49,75
6,30,26,28,35,28,21,50,47,71
7,30,29,32,42,28,22,54,51,78
8,24,22,26,26,29,23,45,42,63
9,23,18,27,33,27,23,45,42,64
10,34,33,33,39,26,23,56,52,80
11,29,25,27,31,29,22,48,46,69
12,31,28,25,30,24,23,48,45,68
13,31,28,30,35,29,22,52,49,74
14,26,25,26,37,24,22,48,44,68
15,26,23,30,38,29,25,51,48,72
16,26,21,27,36,28,25,48,46,69
17,30,25,29,39,27,23,51,48,74
18,19,15,22,27,23,29,40,38,57
19,20,16,24,33,29,27,44,42,63
20,19,17,25,28,26,21,40,38,58
21,18,13,21,23,24,27,37,35,54
22,29,27,25,25,21,28,46,43,66
23,30,26,23,23,25,25,45,42,65
0,26,21,26,27,30,26,46,44,66
1,26,25,29,36,29,24,50,47,72
2,32,28,25,32,29,26,51,48,73
3,27,25,29,30,23,22,46,44,66
4,31,30,31,41,31,28,57,54,81
5,29,25,32,35,25,21,50,46,71
6,34,33,33,45,25,21,57,53,81
7,31,27,26,26,29,27,49,46,71
8,34,29,32,33,25,25,53,50,75
9,25,21,26,33,23,24,45,42,65
10,27,26,32,35,28,27,52,49,74
11,32,27,29,39,30,21,53,50,75
12,26,21,27,29,31,27,48,45,68
13,21,16,24,34,28,25,44,41,63
14,29,26,30,40,26,23,52,48,74
15,28,24,28,34,29,28,51,48,72
16,23,22,28,35,29,23,48,44,68
17,25,20,23,30,25,21,43,40,61
18,21,17,24,29,23,28,42,40,60
19,30,25,25,36,29,28,51,48,74
20,28,24,23,25,27,21,44,41,63
21,18,14,24,33,23,22,40,37,57
22,24,21,20,20,22,24,39,36,56
23,21,18,26,26,26,27,43,40,61
0,35,31,24,34,25,21,51,47,72
1,34,33,25,30,30,22,52,48,74
2,28,25,25,36,28,22,49,46,69
3,30,25,26,36,30,23,51,47,72
